,VLUE,MTUM,USMV,QUAL,LRGF
Ticker,VLUE,MTUM,USMV,QUAL,LRGF
Date,,,,,
2024-05-28,99.9360580444336,190.136962890625,80.91087341308594,165.21485900878906,53.91682434082031
2024-05-29,98.84556579589844,188.75619506835938,80.22209930419922,163.89854431152344,53.595863342285156
2024-05-30,99.78028106689453,185.43841552734375,80.35985565185547,162.9978790283203,53.220584869384766
2024-05-31,101.36734008789062,185.3589630126953,81.47172546386719,164.037109375,53.49709701538086
2024-06-03,100.72471618652344,185.04107666015625,81.25525665283203,164.18556213378906,53.58597946166992
2024-06-04,100.354736328125,184.54440307617188,81.64884948730469,164.58143615722656,53.41809844970703
2024-06-05,100.99735260009766,188.75619506835938,81.84562683105469,166.66976928710938,54.1390266418457
2024-06-06,100.73445129394531,187.88204956054688,81.9046630859375,166.60049438476562,54.04027557373047
2024-06-07,100.52024841308594,188.03106689453125,81.75707244873047,166.42233276367188,53.92176055908203
2024-06-10,100.94866180419922,190.1171112060547,81.94402313232422,167.09535217285156,54.15877914428711
2024-06-11,100.45023345947266,189.62786865234375,81.87589263916016,167.8639678955078,54.29543685913086
2024-06-12,100.57752990722656,191.76577758789062,81.7870101928711,168.9945526123047,54.78065490722656
2024-06-13,100.19562530517578,193.50595092773438,81.77713775634766,169.45077514648438,54.9390983581543
2024-06-14,99.51016235351562,193.58547973632812,81.83639526367188,169.7185516357422,54.869781494140625
2024-06-17,100.12708282470703,196.23052978515625,82.478271484375,171.0673370361328,55.34510040283203
2024-06-18,100.54815673828125,197.6823272705078,82.63628387451172,171.7615509033203,55.53324890136719
2024-06-20,100.81254577636719,196.0018310546875,83.0905532836914,170.99789428710938,55.20646286010742
2024-06-21,100.9790267944336,194.32131958007812,83.0806655883789,170.6309356689453,55.12724304199219
2024-06-24,101.58614349365234,192.0342559814453,83.57443237304688,170.01605224609375,54.95890426635742
2024-06-25,100.9790267944336,193.8042449951172,83.1695556640625,170.7896270751953,55.13714599609375
2024-06-26,100.5187759399414,193.24740600585938,82.82392120361328,170.42266845703125,55.196563720703125
2024-06-27,100.46981048583984,193.96334838867188,83.00167846679688,170.32351684570312,55.2658805847168
2024-06-28,101.31195831298828,193.7744140625,82.91278839111328,169.35157775878906,55.14705276489258
2024-07-01,100.99860382080078,194.10255432128906,82.71529388427734,169.02430725097656,55.2658805847168
2024-07-02,101.27278900146484,195.28587341308594,82.97203826904297,170.04580688476562,55.54315185546875
2024-07-03,101.09652709960938,196.93655395507812,82.82392120361328,170.7896270751953,55.726348876953125
2024-07-05,100.78317260742188,197.4735107421875,83.07080078125,171.979736328125,55.95905685424805
2024-07-08,101.67427825927734,198.39828491210938,83.13005065917969,171.8012237548828,56.05807876586914
2024-07-09,101.97783660888672,198.8358154296875,82.96217346191406,171.8607177734375,56.06005859375
2024-07-10,103.01583099365234,200.45663452148438,83.61393737792969,173.21942138671875,56.59479904174805
2024-07-11,103.65233612060547,197.6226806640625,83.95956420898438,171.62269592285156,56.38486099243164
2024-07-12,104.58262634277344,198.2093505859375,84.59159851074219,172.88221740722656,56.701744079589844
2024-07-15,104.90576171875,199.19378662109375,84.71009063720703,173.53677368164062,56.82057571411133
2024-07-16,106.88382720947266,200.24783325195312,85.53961181640625,174.62770080566406,57.295894622802734
